USN,CollegeName,Result,Score,s1_name,s1_r,s1_f,s1_i,s1_t,s2_name,s2_r,s2_f,s2_i,s2_t,s3_name,s3_r,s3_f,s3_i,s3_t,s4_name,s4_r,s4_f,s4_i,s4_t,s5_name,s5_r,s5_f,s5_i,s5_t
M1612055, College : 4293  -  KLE S G I BAGEVADI B.C.A. COLLEGE  NIPPANI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,37,10,47,BUSINESS INTELLIGENCE ,Pass,32,12,44,J2EE ,Pass,32,12,44,J2EE AND SOFTWARE TESTING LABORATORY,Pass,60,13,73,PROJECT AND VIVA VOCE ,Pass,105,40,145
M1612056, College : 4293  -  KLE S G I BAGEVADI B.C.A. COLLEGE  NIPPANI,FAIL,37.43,SOFTWARE PRACTICES AND TESTING ,Fail,4,8,12,BUSINESS INTELLIGENCE ,Pass,32,8,40,J2EE ,Fail,14,8,22,J2EE AND SOFTWARE TESTING LABORATORY,Pass,35,8,43,PROJECT AND VIVA VOCE ,Pass,105,40,145
M1612057, College : 4293  -  KLE S G I BAGEVADI B.C.A. COLLEGE  NIPPANI,FAIL,41.57,SOFTWARE PRACTICES AND TESTING ,Fail,19,8,27,BUSINESS INTELLIGENCE ,Pass,32,8,40,J2EE ,Fail,16,8,24,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,8,40,PROJECT AND VIVA VOCE ,Pass,120,40,160
M1612058, College : 4293  -  KLE S G I BAGEVADI B.C.A. COLLEGE  NIPPANI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,49,11,60,BUSINESS INTELLIGENCE ,Pass,49,12,61,J2EE ,Pass,32,12,44,J2EE AND SOFTWARE TESTING LABORATORY,Pass,60,13,73,PROJECT AND VIVA VOCE ,Pass,200,55,255
M1612060, College : 4293  -  KLE S G I BAGEVADI B.C.A. COLLEGE  NIPPANI,DISTI,86.35,SOFTWARE PRACTICES AND TESTING ,Pass,70,19,89,BUSINESS INTELLIGENCE ,Pass,65,20,85,J2EE ,Pass,71,18,89,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,19,94,PROJECT AND VIVA VOCE ,Pass,225,55,280
M1612061, College : 4293  -  KLE S G I BAGEVADI B.C.A. COLLEGE  NIPPANI,FAIL,54.14,SOFTWARE PRACTICES AND TESTING ,Fail,17,8,25,BUSINESS INTELLIGENCE ,Pass,33,8,41,J2EE ,Pass,32,8,40,J2EE AND SOFTWARE TESTING LABORATORY,Pass,40,8,48,PROJECT AND VIVA VOCE ,Pass,180,45,225
M1612063, College : 4293  -  KLE S G I BAGEVADI B.C.A. COLLEGE  NIPPANI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,32,8,40,BUSINESS INTELLIGENCE ,Pass,50,8,58,J2EE ,Pass,34,8,42,J2EE AND SOFTWARE TESTING LABORATORY,Pass,35,8,43,PROJECT AND VIVA VOCE ,Pass,160,52,212
M1612064, College : 4293  -  KLE S G I BAGEVADI B.C.A. COLLEGE  NIPPANI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,35,12,47,BUSINESS INTELLIGENCE ,Pass,56,14,70,J2EE ,Pass,37,14,51,J2EE AND SOFTWARE TESTING LABORATORY,Pass,58,13,71,PROJECT AND VIVA VOCE ,Pass,180,45,225
M1612066, College : 4293  -  KLE S G I BAGEVADI B.C.A. COLLEGE  NIPPANI,DISTI,83.46,SOFTWARE PRACTICES AND TESTING ,Pass,63,18,81,BUSINESS INTELLIGENCE ,Pass,61,18,79,J2EE ,Pass,59,18,77,J2EE AND SOFTWARE TESTING LABORATORY,Pass,76,20,96,PROJECT AND VIVA VOCE ,Pass,230,59,289
M1612067, College : 4293  -  KLE S G I BAGEVADI B.C.A. COLLEGE  NIPPANI,DISTI,79.24,SOFTWARE PRACTICES AND TESTING ,Pass,58,15,73,BUSINESS INTELLIGENCE ,Pass,57,17,74,J2EE ,Pass,60,17,77,J2EE AND SOFTWARE TESTING LABORATORY,Pass,70,18,88,PROJECT AND VIVA VOCE ,Pass,210,55,265
M1612068, College : 4293  -  KLE S G I BAGEVADI B.C.A. COLLEGE  NIPPANI,DISTI,77.03,SOFTWARE PRACTICES AND TESTING ,Pass,57,16,73,BUSINESS INTELLIGENCE ,Pass,73,18,91,J2EE ,Pass,50,18,68,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,19,94,PROJECT AND VIVA VOCE ,Pass,220,56,276
M1612069, College : 4293  -  KLE S G I BAGEVADI B.C.A. COLLEGE  NIPPANI,FAIL,49.14,SOFTWARE PRACTICES AND TESTING ,Pass,40,8,48,BUSINESS INTELLIGENCE ,Pass,35,8,43,J2EE ,Fail,2,8,10,J2EE AND SOFTWARE TESTING LABORATORY,Pass,35,8,43,PROJECT AND VIVA VOCE ,Pass,160,40,200
M1612070, College : 4293  -  KLE S G I BAGEVADI B.C.A. COLLEGE  NIPPANI,FAIL,48,SOFTWARE PRACTICES AND TESTING ,Pass,33,8,41,BUSINESS INTELLIGENCE ,Pass,56,8,64,J2EE ,Fail,22,8,30,J2EE AND SOFTWARE TESTING LABORATORY,Pass,40,8,48,PROJECT AND VIVA VOCE ,Pass,105,48,153
M1612071, College : 4293  -  KLE S G I BAGEVADI B.C.A. COLLEGE  NIPPANI,DISTI,71.19,SOFTWARE PRACTICES AND TESTING ,Pass,57,16,73,BUSINESS INTELLIGENCE ,Pass,57,17,74,J2EE ,Pass,46,17,63,J2EE AND SOFTWARE TESTING LABORATORY,Pass,74,18,92,PROJECT AND VIVA VOCE ,Pass,200,55,255
M1612072, College : 4293  -  KLE S G I BAGEVADI B.C.A. COLLEGE  NIPPANI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,44,15,59,BUSINESS INTELLIGENCE ,Pass,45,15,60,J2EE ,Pass,34,15,49,J2EE AND SOFTWARE TESTING LABORATORY,Pass,71,15,86,PROJECT AND VIVA VOCE ,Pass,235,55,290
M1612073, College : 4293  -  KLE S G I BAGEVADI B.C.A. COLLEGE  NIPPANI,FAIL,42.57,SOFTWARE PRACTICES AND TESTING ,Fail,10,8,18,BUSINESS INTELLIGENCE ,Pass,50,12,62,J2EE ,Fail,19,12,31,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,10,42,PROJECT AND VIVA VOCE ,Pass,105,40,145
M1612074, College : 4293  -  KLE S G I BAGEVADI B.C.A. COLLEGE  NIPPANI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,32,8,40,BUSINESS INTELLIGENCE ,Pass,51,8,59,J2EE ,Pass,32,8,40,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,8,40,PROJECT AND VIVA VOCE ,Pass,120,45,165
M1612075, College : 4293  -  KLE S G I BAGEVADI B.C.A. COLLEGE  NIPPANI,1ST C,67.62,SOFTWARE PRACTICES AND TESTING ,Pass,43,14,57,BUSINESS INTELLIGENCE ,Pass,52,17,69,J2EE ,Pass,38,17,55,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,17,92,PROJECT AND VIVA VOCE ,Pass,200,57,257
M1612076, College : 4293  -  KLE S G I BAGEVADI B.C.A. COLLEGE  NIPPANI,DISTI,71.92,SOFTWARE PRACTICES AND TESTING ,Pass,47,15,62,BUSINESS INTELLIGENCE ,Pass,60,17,77,J2EE ,Pass,48,17,65,J2EE AND SOFTWARE TESTING LABORATORY,Pass,76,17,93,PROJECT AND VIVA VOCE ,Pass,225,55,280
M1612077, College : 4293  -  KLE S G I BAGEVADI B.C.A. COLLEGE  NIPPANI,FAIL,41,SOFTWARE PRACTICES AND TESTING ,Fail,4,8,12,BUSINESS INTELLIGENCE ,Pass,41,8,49,J2EE ,Fail,18,8,26,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,8,40,PROJECT AND VIVA VOCE ,Pass,120,40,160
M1612201, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,82.22,SOFTWARE PRACTICES AND TESTING ,Pass,68,15,83,BUSINESS INTELLIGENCE ,Pass,45,19,64,J2EE ,Pass,61,18,79,J2EE AND SOFTWARE TESTING LABORATORY,Pass,79,18,97,PROJECT AND VIVA VOCE ,Pass,235,59,294
M1612202, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,77.92,SOFTWARE PRACTICES AND TESTING ,Pass,60,18,78,BUSINESS INTELLIGENCE ,Pass,45,19,64,J2EE ,Pass,60,19,79,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,20,98,PROJECT AND VIVA VOCE ,Pass,236,58,294
M1612204, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,1ST C,69.49,SOFTWARE PRACTICES AND TESTING ,Pass,42,17,59,BUSINESS INTELLIGENCE ,Pass,39,18,57,J2EE ,Pass,52,18,70,J2EE AND SOFTWARE TESTING LABORATORY,Pass,71,18,89,PROJECT AND VIVA VOCE ,Pass,215,54,269
M1612206, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,72.57,SOFTWARE PRACTICES AND TESTING ,Pass,43,16,59,BUSINESS INTELLIGENCE ,Pass,32,19,51,J2EE ,Pass,51,17,68,J2EE AND SOFTWARE TESTING LABORATORY,Pass,72,17,89,PROJECT AND VIVA VOCE ,Pass,210,52,262
M1612207, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,32,13,45,BUSINESS INTELLIGENCE ,Pass,32,18,50,J2EE ,Pass,36,11,47,J2EE AND SOFTWARE TESTING LABORATORY,Pass,69,16,85,PROJECT AND VIVA VOCE ,Pass,205,50,255
M1612209, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,33,15,48,BUSINESS INTELLIGENCE ,Pass,33,18,51,J2EE ,Pass,40,12,52,J2EE AND SOFTWARE TESTING LABORATORY,Pass,68,17,85,PROJECT AND VIVA VOCE ,Pass,207,50,257
M1612210, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,85.51,SOFTWARE PRACTICES AND TESTING ,Pass,64,20,84,BUSINESS INTELLIGENCE ,Pass,60,19,79,J2EE ,Pass,57,20,77,J2EE AND SOFTWARE TESTING LABORATORY,Pass,77,20,97,PROJECT AND VIVA VOCE ,Pass,232,58,290
M1612212, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,45,16,61,BUSINESS INTELLIGENCE ,Pass,41,19,60,J2EE ,Pass,36,17,53,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,17,92,PROJECT AND VIVA VOCE ,Pass,212,52,264
M1612213, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,74.89,SOFTWARE PRACTICES AND TESTING ,Pass,53,18,71,BUSINESS INTELLIGENCE ,Pass,45,19,64,J2EE ,Pass,38,17,55,J2EE AND SOFTWARE TESTING LABORATORY,Pass,71,19,90,PROJECT AND VIVA VOCE ,Pass,213,53,266
M1612214, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,75.24,SOFTWARE PRACTICES AND TESTING ,Pass,61,18,79,BUSINESS INTELLIGENCE ,Pass,46,18,64,J2EE ,Pass,32,17,49,J2EE AND SOFTWARE TESTING LABORATORY,Pass,76,18,94,PROJECT AND VIVA VOCE ,Pass,224,54,278
M1612215, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,57,16,73,BUSINESS INTELLIGENCE ,Pass,55,19,74,J2EE ,Pass,32,18,50,J2EE AND SOFTWARE TESTING LABORATORY,Pass,66,16,82,PROJECT AND VIVA VOCE ,Pass,208,51,259
M1612217, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,71.49,SOFTWARE PRACTICES AND TESTING ,Pass,40,18,58,BUSINESS INTELLIGENCE ,Pass,56,19,75,J2EE ,Pass,39,18,57,J2EE AND SOFTWARE TESTING LABORATORY,Pass,72,19,91,PROJECT AND VIVA VOCE ,Pass,228,56,284
M1612218, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,79.95,SOFTWARE PRACTICES AND TESTING ,Pass,55,17,72,BUSINESS INTELLIGENCE ,Pass,76,18,94,J2EE ,Pass,57,18,75,J2EE AND SOFTWARE TESTING LABORATORY,Pass,73,18,91,PROJECT AND VIVA VOCE ,Pass,222,52,274
M1612221, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,90.3,SOFTWARE PRACTICES AND TESTING ,Pass,73,20,93,BUSINESS INTELLIGENCE ,Pass,79,20,99,J2EE ,Pass,65,20,85,J2EE AND SOFTWARE TESTING LABORATORY,Pass,79,20,99,PROJECT AND VIVA VOCE ,Pass,237,60,297
M1612222, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,90.51,SOFTWARE PRACTICES AND TESTING ,Pass,76,20,96,BUSINESS INTELLIGENCE ,Pass,74,20,94,J2EE ,Pass,71,20,91,J2EE AND SOFTWARE TESTING LABORATORY,Pass,79,20,99,PROJECT AND VIVA VOCE ,Pass,237,60,297
M1612223, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,83.38,SOFTWARE PRACTICES AND TESTING ,Pass,73,15,88,BUSINESS INTELLIGENCE ,Pass,68,19,87,J2EE ,Pass,62,18,80,J2EE AND SOFTWARE TESTING LABORATORY,Pass,76,18,94,PROJECT AND VIVA VOCE ,Pass,236,60,296
M1612224, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,88.59,SOFTWARE PRACTICES AND TESTING ,Pass,73,17,90,BUSINESS INTELLIGENCE ,Pass,65,20,85,J2EE ,Pass,68,20,88,J2EE AND SOFTWARE TESTING LABORATORY,Pass,79,20,99,PROJECT AND VIVA VOCE ,Pass,237,60,297
M1612225, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,40,15,55,BUSINESS INTELLIGENCE ,Pass,60,19,79,J2EE ,Pass,59,16,75,J2EE AND SOFTWARE TESTING LABORATORY,Pass,70,19,89,PROJECT AND VIVA VOCE ,Pass,207,50,257
M1612226, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,39,16,55,BUSINESS INTELLIGENCE ,Pass,47,19,66,J2EE ,Pass,55,18,73,J2EE AND SOFTWARE TESTING LABORATORY,Pass,73,16,89,PROJECT AND VIVA VOCE ,Pass,211,50,261
M1612227, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,73.59,SOFTWARE PRACTICES AND TESTING ,Pass,47,20,67,BUSINESS INTELLIGENCE ,Pass,53,19,72,J2EE ,Pass,57,17,74,J2EE AND SOFTWARE TESTING LABORATORY,Pass,71,18,89,PROJECT AND VIVA VOCE ,Pass,215,51,266
M1612228, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,85.24,SOFTWARE PRACTICES AND TESTING ,Pass,71,19,90,BUSINESS INTELLIGENCE ,Pass,74,19,93,J2EE ,Pass,58,19,77,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,20,98,PROJECT AND VIVA VOCE ,Pass,234,58,292
M1612229, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,71.49,SOFTWARE PRACTICES AND TESTING ,Pass,64,18,82,BUSINESS INTELLIGENCE ,Pass,55,19,74,J2EE ,Pass,55,19,74,J2EE AND SOFTWARE TESTING LABORATORY,Pass,72,18,90,PROJECT AND VIVA VOCE ,Pass,214,53,267
M1612230, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,78.97,SOFTWARE PRACTICES AND TESTING ,Pass,61,19,80,BUSINESS INTELLIGENCE ,Pass,68,19,87,J2EE ,Pass,52,20,72,J2EE AND SOFTWARE TESTING LABORATORY,Pass,76,20,96,PROJECT AND VIVA VOCE ,Pass,230,57,287
M1612231, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,78.92,SOFTWARE PRACTICES AND TESTING ,Pass,60,19,79,BUSINESS INTELLIGENCE ,Pass,66,18,84,J2EE ,Pass,54,19,73,J2EE AND SOFTWARE TESTING LABORATORY,Pass,74,18,92,PROJECT AND VIVA VOCE ,Pass,227,56,283
M1612232, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,75.57,SOFTWARE PRACTICES AND TESTING ,Pass,55,20,75,BUSINESS INTELLIGENCE ,Pass,67,19,86,J2EE ,Pass,43,19,62,J2EE AND SOFTWARE TESTING LABORATORY,Pass,71,17,88,PROJECT AND VIVA VOCE ,Pass,218,52,270
M1612233, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,84.03,SOFTWARE PRACTICES AND TESTING ,Pass,70,19,89,BUSINESS INTELLIGENCE ,Pass,70,19,89,J2EE ,Pass,56,19,75,J2EE AND SOFTWARE TESTING LABORATORY,Pass,77,20,97,PROJECT AND VIVA VOCE ,Pass,232,56,288
M1612234, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,55,12,67,BUSINESS INTELLIGENCE ,Pass,54,19,73,J2EE ,Pass,54,11,65,J2EE AND SOFTWARE TESTING LABORATORY,Pass,67,16,83,PROJECT AND VIVA VOCE ,Pass,205,50,255
M1612235, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,FAIL,66.43,SOFTWARE PRACTICES AND TESTING ,Fail,15,13,28,BUSINESS INTELLIGENCE ,Pass,35,19,54,J2EE ,Pass,32,16,48,J2EE AND SOFTWARE TESTING LABORATORY,Pass,63,16,79,PROJECT AND VIVA VOCE ,Pass,205,51,256
M1612237, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,43,14,57,BUSINESS INTELLIGENCE ,Pass,45,19,64,J2EE ,Pass,32,16,48,J2EE AND SOFTWARE TESTING LABORATORY,Pass,76,19,95,PROJECT AND VIVA VOCE ,Pass,235,56,291
M1612238, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,40,13,53,BUSINESS INTELLIGENCE ,Pass,39,19,58,J2EE ,Pass,41,17,58,J2EE AND SOFTWARE TESTING LABORATORY,Pass,65,16,81,PROJECT AND VIVA VOCE ,Pass,212,50,262
M1612239, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,52,18,70,BUSINESS INTELLIGENCE ,Pass,59,19,78,J2EE ,Pass,45,19,64,J2EE AND SOFTWARE TESTING LABORATORY,Pass,78,20,98,PROJECT AND VIVA VOCE ,Pass,230,55,285
M1612240, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,77.81,SOFTWARE PRACTICES AND TESTING ,Pass,52,15,67,BUSINESS INTELLIGENCE ,Pass,52,18,70,J2EE ,Pass,44,18,62,J2EE AND SOFTWARE TESTING LABORATORY,Pass,76,18,94,PROJECT AND VIVA VOCE ,Pass,235,57,292
M1612241, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,45,12,57,BUSINESS INTELLIGENCE ,Pass,56,18,74,J2EE ,Pass,36,13,49,J2EE AND SOFTWARE TESTING LABORATORY,Pass,69,16,85,PROJECT AND VIVA VOCE ,Pass,210,51,261
M1612246, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,38,16,54,BUSINESS INTELLIGENCE ,Pass,56,19,75,J2EE ,Pass,44,16,60,J2EE AND SOFTWARE TESTING LABORATORY,Pass,67,17,84,PROJECT AND VIVA VOCE ,Pass,208,52,260
M1612247, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,35,13,48,BUSINESS INTELLIGENCE ,Pass,55,19,74,J2EE ,Pass,36,12,48,J2EE AND SOFTWARE TESTING LABORATORY,Pass,69,17,86,PROJECT AND VIVA VOCE ,Pass,209,50,259
M1612248, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,42,18,60,BUSINESS INTELLIGENCE ,Pass,62,19,81,J2EE ,Pass,40,20,60,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,20,95,PROJECT AND VIVA VOCE ,Pass,226,56,282
M1612249, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,94.51,SOFTWARE PRACTICES AND TESTING ,Pass,78,20,98,BUSINESS INTELLIGENCE ,Pass,78,20,98,J2EE ,Pass,70,20,90,J2EE AND SOFTWARE TESTING LABORATORY,Pass,80,20,100,PROJECT AND VIVA VOCE ,Pass,238,60,298
M1612251, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,79.51,SOFTWARE PRACTICES AND TESTING ,Pass,55,15,70,BUSINESS INTELLIGENCE ,Pass,64,19,83,J2EE ,Pass,47,18,65,J2EE AND SOFTWARE TESTING LABORATORY,Pass,74,19,93,PROJECT AND VIVA VOCE ,Pass,225,55,280
M1612252, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,DISTI,77.14,SOFTWARE PRACTICES AND TESTING ,Pass,46,16,62,BUSINESS INTELLIGENCE ,Pass,53,18,71,J2EE ,Pass,43,18,61,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,20,95,PROJECT AND VIVA VOCE ,Pass,228,54,282
M1612253, College : 4306  -  SDVVS S B.C.A. COLLEGE  SANKESHWAR,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,32,13,45,BUSINESS INTELLIGENCE ,Pass,32,19,51,J2EE ,Pass,32,13,45,J2EE AND SOFTWARE TESTING LABORATORY,Pass,69,18,87,PROJECT AND VIVA VOCE ,Pass,207,51,258
M1612402, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,DISTI,71.24,SOFTWARE PRACTICES AND TESTING ,Pass,43,8,51,BUSINESS INTELLIGENCE ,Pass,46,10,56,J2EE ,Pass,35,11,46,J2EE AND SOFTWARE TESTING LABORATORY,Pass,53,10,63,PROJECT AND VIVA VOCE ,Pass,216,43,259
M1612403, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,DISTI,78.43,SOFTWARE PRACTICES AND TESTING ,Pass,54,13,67,BUSINESS INTELLIGENCE ,Pass,52,17,69,J2EE ,Pass,38,14,52,J2EE AND SOFTWARE TESTING LABORATORY,Pass,77,18,95,PROJECT AND VIVA VOCE ,Pass,180,40,220
M1612405, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,1ST C,63.3,SOFTWARE PRACTICES AND TESTING ,Pass,40,8,48,BUSINESS INTELLIGENCE ,Pass,46,12,58,J2EE ,Pass,41,13,54,J2EE AND SOFTWARE TESTING LABORATORY,Pass,72,15,87,PROJECT AND VIVA VOCE ,Pass,150,41,191
M1612406, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,DISTI,71.11,SOFTWARE PRACTICES AND TESTING ,Pass,48,9,57,BUSINESS INTELLIGENCE ,Pass,52,18,70,J2EE ,Pass,44,16,60,J2EE AND SOFTWARE TESTING LABORATORY,Pass,73,17,90,PROJECT AND VIVA VOCE ,Pass,135,45,180
M1612408, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,DISTI,71.7,SOFTWARE PRACTICES AND TESTING ,Pass,56,8,64,BUSINESS INTELLIGENCE ,Pass,60,9,69,J2EE ,Pass,48,10,58,J2EE AND SOFTWARE TESTING LABORATORY,Pass,76,8,84,PROJECT AND VIVA VOCE ,Pass,215,40,255
M1612409, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,1ST C,61.65,SOFTWARE PRACTICES AND TESTING ,Pass,52,8,60,BUSINESS INTELLIGENCE ,Pass,57,9,66,J2EE ,Pass,50,11,61,J2EE AND SOFTWARE TESTING LABORATORY,Pass,73,15,88,PROJECT AND VIVA VOCE ,Pass,180,42,222
M1612410, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,DISTI,73.51,SOFTWARE PRACTICES AND TESTING ,Pass,56,10,66,BUSINESS INTELLIGENCE ,Pass,56,18,74,J2EE ,Pass,42,14,56,J2EE AND SOFTWARE TESTING LABORATORY,Pass,74,16,90,PROJECT AND VIVA VOCE ,Pass,196,43,239
M1612411, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,45,11,56,BUSINESS INTELLIGENCE ,Pass,54,11,65,J2EE ,Pass,42,13,55,J2EE AND SOFTWARE TESTING LABORATORY,Pass,76,17,93,PROJECT AND VIVA VOCE ,Pass,195,41,236
M1612412, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,54,9,63,BUSINESS INTELLIGENCE ,Pass,62,9,71,J2EE ,Pass,46,10,56,J2EE AND SOFTWARE TESTING LABORATORY,Pass,74,13,87,PROJECT AND VIVA VOCE ,Pass,200,40,240
M1612413, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,44,8,52,BUSINESS INTELLIGENCE ,Pass,56,8,64,J2EE ,Pass,47,9,56,J2EE AND SOFTWARE TESTING LABORATORY,Pass,75,15,90,PROJECT AND VIVA VOCE ,Pass,200,42,242
M1612414, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,32,8,40,BUSINESS INTELLIGENCE ,Pass,44,9,53,J2EE ,Pass,43,10,53,J2EE AND SOFTWARE TESTING LABORATORY,Pass,32,8,40,PROJECT AND VIVA VOCE ,Pass,125,35,160
M1612416, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,DISTI,73.19,SOFTWARE PRACTICES AND TESTING ,Pass,58,12,70,BUSINESS INTELLIGENCE ,Pass,51,16,67,J2EE ,Pass,51,14,65,J2EE AND SOFTWARE TESTING LABORATORY,Pass,51,17,68,PROJECT AND VIVA VOCE ,Pass,145,40,185
M1612417, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,N.C.L,--   ,SOFTWARE PRACTICES AND TESTING ,Pass,43,8,51,BUSINESS INTELLIGENCE ,Pass,48,10,58,J2EE ,Pass,46,10,56,J2EE AND SOFTWARE TESTING LABORATORY,Pass,73,14,87,PROJECT AND VIVA VOCE ,Pass,200,50,250
M1612418, College : 4314  -  P E S S BCA COLLEGE  BELAGAVI,DISTI,73,SOFTWARE PRACTICES AND TESTING ,Pass,35,13,48,BUSINESS INTELLIGENCE ,Pass,42,16,58,J2EE ,Pass,39,15,54,J2EE AND SOFTWARE TESTING LABORATORY,Pass,74,15,89,PROJECT AND VIVA VOCE ,Pass,190,48,238
